PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,Population<br>Served Count,Number of Facilities,Number of Violations,Number of Site Visits
IA9921050,DOWS WATER SUPPLY,Community water system,Ground water,Wright,DOWS,521,7,6,10
IA3126052,DUBUQUE WATER WORKS,Community water system,Ground water,Dubuque,DUBUQUE,"59,667",47,3,8
IA1240081,DUMONT WATER SUPPLY,Community water system,Ground water,Butler,DUMONT,634,7,2,13
IA9427082,DUNCOMBE WATER SUPPLY,Community water system,Ground water,Webster,DUNCOMBE,381,9,2,12
IA0717084,DUNKERTON MUNI WATER SUPPLY,Community water system,Ground water,Black Hawk,DUNKERTON,842,13,2,9
IA4316087,DUNLAP WATER SUPPLY,Community water system,Ground water,Harrison,DUNLAP,"1,222",9,12,15
IA1636090,DURANT WATER SUPPLY,Community water system,Ground water,Cedar,DURANT,"1,871",12,4,11
IA3130091,DYERSVILLE MUNICIPAL WATER CO,Community water system,Ground water,Dubuque,DYERSVILLE,"4,477",21,41,9
IA8627095,DYSART WATER SUPPLY,Community water system,Ground water purchased,Tama,DYSART,"1,281",10,2,8
IA9926096,EAGLE GROVE WATER SUPPLY,Community water system,Ground water,Wright,EAGLE GROVE,"3,601",12,3,12
IA8215308,EAGLE LANE CORPORATION,Community water system,Ground water,Scott,BLUE GRASS,53,5,42,10
IA5751602,EAGLE RIDGE,Community water system,Ground water purchased,Linn,MARION,"1,005",4,0,0
IA6115097,EARLHAM MUNICIPAL WATERWORKS,Community water system,Surface water purchased,Madison,EARLHAM,"1,420",19,22,9
IA8320098,EARLING WATER SUPPLY,Community water system,Ground water purchased,Shelby,EARLING,397,17,3,11
IA2825099,EARLVILLE MUNI WATER SUPPLY,Community water system,Ground water,Delaware,EARLVILLE,724,11,30,11
IA8114000,EARLY MUNICIPAL WATER SUPPLY,Community water system,Ground water,Sac,EARLY,587,13,24,11
IA9700630,EAST SIDE ACRES,Community water system,Ground water,Woodbury,MOVILLE,64,7,53,10
IA9049001,EDDYVILLE MUNI WATER DEPT,Community water system,Ground water,Wapello,EDDYVILLE,973,11,10,13
IA2220002,EDGEWOOD WATER SUPPLY,Community water system,Ground water,Clayton,EDGEWOOD,909,8,2,10
IA8631003,ELBERON WATER SUPPLY,Community water system,Ground water purchased,Tama,ELBERON,184,9,34,11
IA9053004,ELDON WATER SUPPLY,Community water system,Ground water purchased,Wapello,ELDON,783,7,22,13
IA4236005,ELDORA WATER SUPPLY,Community water system,Ground water,Hardin,ELDORA,"2,663",13,3,12
IA8230008,ELDRIDGE WATER SUPPLY,Community water system,Ground water,Scott,ELDRIDGE,"6,726",16,5,10
IA3338010,ELGIN MUNICIPAL WATER SUPPLY,Community water system,Ground water,Fayette,ELGIN,685,12,6,10
IA8325013,ELK HORN MUNI WATER WORKS,Community water system,Ground water,Shelby,ELK HORN,601,20,4,12
IA0721014,ELK RUN HEIGHTS WATER SUPPLY,Community water system,Ground water purchased,Black Hawk,ELK RUN HEIGHTS,"1,069",8,5,9
IA2223011,ELKADER MUNI WATER DEPT,Community water system,Ground water,Clayton,ELKADER,"1,209",20,25,8
IA7730012,ELKHART WATER SUPPLY,Community water system,Ground water,Polk,ELKHART,882,8,9,10
IA6915015,ELLIOTT WATER SUPPLY,Community water system,Ground water,Montgomery,ELLIOTT,338,8,42,17
IA4009016,ELLSWORTH PUBLIC WATER SUPPLY,Community water system,Ground water,Hamilton,ELLSWORTH,514,13,11,14
IA4525017,ELMA WATER SUPPLY,Community water system,Ground water,Howard,ELMA,505,9,19,10
IA5728018,ELY WATER SUPPLY,Community water system,Ground water,Linn,ELY,"2,328",10,6,9
IA6520019,EMERSON WATER DEPARTMENT,Community water system,Ground water,Mills,EMERSON,403,11,9,13
IA7428021,EMMETSBURG MUNICIPAL WATER DEPARTMENT,Community water system,Ground water,Palo Alto,EMMETSBURG,"3,706",16,1,9
IA3133033,EPWORTH WATER SUPPLY,Community water system,Ground water,Dubuque,EPWORTH,"2,023",12,4,9
IA7349023,ESSEX WATER SUPPLY,Community water system,Ground water,Page,ESSEX,722,16,26,14
IA3218024,ESTHERVILLE WATER TREATMENT PLANT,Community water system,Ground water,Emmet,ESTHERVILLE,"5,904",21,1,9
IA0723027,EVANSDALE WATER WORKS,Community water system,Ground water,Black Hawk,EVANSDALE,"4,561",18,4,9
IA2115029,EVERLY WATER SUPPLY,Community water system,Ground water,Clay,EVERLY,575,8,65,10
IA7727604,EWING TRACE MHC,Community water system,Surface water purchased,Polk,DES MOINES,455,4,2,6
IA0520030,EXIRA WATER DEPT,Community water system,Ground water purchased,Audubon,EXIRA,787,12,6,11
IA1025031,FAIRBANK WATER SUPPLY,Community water system,Ground water purchased,Buchanan,FAIRBANK,"1,111",12,10,9
IA5731032,FAIRFAX WATER SUPPLY,Community water system,Ground water,Linn,FAIRFAX,"2,828",12,6,8
IA5131033,FAIRFIELD WATER SUPPLY,Community water system,Ground water,Jefferson,FAIRFIELD,"9,416",29,17,12
IA5300600,FAIRVIEW TERRRACE MOBILE HOME PARK LLC,Community water system,Ground water,Linn,LISBON,65,5,2,9
IA5225386,FAR HORIZONS SUBDIVISION,Community water system,Ground water,Johnson,IOWA CITY,80,8,19,11
IA3135018,FARLEY WATER SUPPLY,Community water system,Ground water,Dubuque,FARLEY,"1,766",14,7,9
IA2228037,FARMERSBURG WATERWORKS,Community water system,Ground water,Clayton,FARMERSBURG,271,10,0,9
IA8930038,FARMINGTON WATER SUPPLY,Community water system,Ground water purchased,Van Buren,FARMINGTON,579,13,28,11
IA1320039,FARNHAMVILLE WATER SUPPLY,Community water system,Ground water,Calhoun,FARNHAMVILLE,383,11,4,10
IA3615040,FARRAGUT WATER SUPPLY,Community water system,Ground water,Fremont,FARRAGUT,490,8,1,10
IA3342041,FAYETTE WATER SUPPLY,Community water system,Ground water,Fayette,FAYETTE,"1,256",10,0,9
IA5515042,FENTON MUNICIPAL WATER SUPPLY,Community water system,Ground water,Kossuth,FENTON,271,9,2,11
IA9820010,FERTILE MUNICIPAL WATER,Community water system,Ground water,Worth,FERTILE,305,6,16,11
IA5285305,FISHER WELL OWNERS ASSOCIATION,Community water system,Ground water,Johnson,SWISHER,80,4,1,2
IA3414044,FLOYD MUNI WATER SUPPLY,Community water system,Ground water,Floyd,FLOYD,313,9,12,11
IA7603045,FONDA WATER SUPPLY,Community water system,Ground water,Pocahontas,FONDA,636,13,4,12
IA0135046,FONTANELLE WATER WORKS,Community water system,Surface water purchased,Adair,FONTANELLE,676,13,1,9
IA9525047,FOREST CITY WATER SUPPLY,Community water system,Ground water,Winnebago,FOREST CITY,"4,285",13,3,11
IA8209308,FOREST MANOR SUBDIVISION,Community water system,Ground water,Scott,BETTENDORF,209,7,9,11
IA5225307,FORESTGATE SUBDIVISION,Community water system,Ground water,Johnson,IOWA CITY,140,5,3,10
IA9641049,FORT ATKINSON WATER WORKS,Community water system,Ground water,Winneshiek,FORT ATKINSON,365,9,7,10
IA9433050,FORT DODGE WATER SUPPLY,Community water system,Ground water,Webster,FORT DODGE,"24,871",35,14,13
IA2122067,FOSTORIA MUNICIPAL WATER SUPPLY,Community water system,Ground water purchased,Clay,FOSTORIA,230,5,0,9
IA5715802,FOUR OAKS FAMILY AND CHILDRENS SERVICES,Community water system,Ground water,Linn,CEDAR RAPIDS,45,17,20,8
IA7700800,FOX CREEK BENEFITTED WTR. DISTRICT,Community water system,Ground water,Dallas,BOONEVILLE,525,11,15,10
IA7048319,FOX VALLEY ACRES,Community water system,Ground water,Muscatine,MUSCATINE,36,5,5,7
IA9644001,FRANKVILLE RWD,Community water system,Ground water,Winneshiek,FRANKVILLE,135,7,0,3
IA1940068,FREDERICKSBURG WATER SUPPLY,Community water system,Ground water,Chickasaw,FREDERICKSBURG,987,15,4,8
IA9630001,FREEPORT WATER DISTRICT,Community water system,Ground water,Winneshiek,DECORAH,775,8,1,9
IA9433602,FRONTIER VILLAGE,Community water system,Ground water purchased,Webster,FORT DODGE,108,4,0,1
IA5291301,FRYTOWN WATER COOP,Community water system,Ground water,Johnson,WILLIAMSTOWN,87,6,10,10
IA5625062,FT MADISON MUNI WATER WORKS,Community water system,Ground water,Lee,FORT MADISON,"11,087",43,32,12
IA5731302,GADDIS ESTATES HOA,Community water system,Ground water,Linn,WALFORD,220,5,8,7
IA5282306,GALLERY ACRES WEST,Community water system,Ground water purchased,Johnson,SOLON,43,8,79,9
IA4715072,GALVA WATER SUPPLY,Community water system,Ground water purchased,Ida,GALVA,435,9,25,10
IA2725073,GARDEN GROVE WATER SUPPLY,Community water system,Surface water purchased,Decatur,GARDEN GROVE,174,6,8,12
IA2234074,GARNAVILLO WATER SUPPLY,Community water system,Ground water,Clayton,GARNAVILLO,763,10,3,9
IA4130075,GARNER WATER WORKS,Community water system,Ground water,Hancock,GARNER,"3,065",11,2,11
IA0625078,GARRISON WATER SUPPLY,Community water system,Ground water,Benton,GARRISON,344,7,0,10
IA8637079,GARWIN WATER SUPPLY,Community water system,Ground water purchased,Tama,GARWIN,481,11,1,9
IA3100823,GAVIN ESTATES,Community water system,Ground water,Dubuque,DUBUQUE,52,6,52,9
IA3539080,GENEVA WATER WORKS,Community water system,Ground water,Franklin,GENEVA,136,7,11,13
IA6028081,GEORGE WATER SUPPLY,Community water system,Ground water,Lyon,GEORGE,"1,077",16,25,12
IA8531083,GILBERT WATER SUPPLY,Community water system,Ground water,Story,GILBERT,"1,211",16,8,15
IA0733084,GILBERTVILLE WATER WORKS,Community water system,Ground water,Black Hawk,GILBERTVILLE,794,15,19,9
IA6436087,GILMAN WATER SUPPLY,Community water system,Ground water purchased,Marshall,GILMAN,542,17,8,10
IA7607088,GILMORE CITY WATERWORKS,Community water system,Ground water,Pocahontas,GILMORE CITY,487,10,35,9
IA8640089,GLADBROOK WATER SUPPLY,Community water system,Ground water purchased,Tama,GLADBROOK,799,18,9,10
IA5751040,GLENBROOK COVE AREA,Community water system,Purchased ground water under influence of surface water source,Linn,MARION,233,5,0,9
IA5784313,GLENN OAKS ADDITION,Community water system,Ground water,Linn,TODDVILLE,58,6,21,9
IA6525090,GLENWOOD MUNICIPAL UTILITIES,Community water system,Ground water,Mills,GLENWOOD,"5,449",16,25,11
IA1438091,GLIDDEN WATER SUPPLY,Community water system,Ground water,Carroll,GLIDDEN,"1,151",14,5,12
IA9778110,GLOBAL FOODS PROCESSING INC,Community water system,Ground water,Woodbury,SIOUX CITY,120,6,0,4
IA9937092,GOLDFIELD WATER SUPPLY,Community water system,Ground water,Wright,GOLDFIELD,634,9,2,13
IA4135093,GOODELL WATER SUPPLY,Community water system,Ground water,Hancock,GOODELL,140,7,39,12
IA2339094,GOOSE LAKE MUNI WATER SYSTEM,Community water system,Ground water,Clinton,GOOSE LAKE,239,13,25,10
IA7700853,GOULD HEIGHTS WATER SERVICE COMPANY,Community water system,Ground water purchased,Polk,GRIMES,"1,580",13,4,8
IA9436095,GOWRIE MUNI UTILITIES WATER DEPT,Community water system,Ground water,Webster,GOWRIE,952,14,6,11
IA7445096,GRAETTINGER MUNICIPAL WATER SUPPLY,Community water system,Ground water,Palo Alto,GRAETTINGER,832,14,4,9
IA9825097,GRAFTON WATER SUPPLY,Community water system,Ground water,Worth,GRAFTON,218,9,3,12
IA3730098,GRAND JCT MUNICIPAL WATER DEPT,Community water system,Ground water,Greene,GRAND JUNCTION,725,12,4,13
IA2341099,GRAND MOUND WATER SUPPLY,Community water system,Ground water,Clinton,GRAND MOUND,615,9,5,11
IA5842000,GRANDVIEW MUNI WATER DEPT,Community water system,Ground water,Louisa,GRANDVIEW,437,12,26,9
IA2537001,GRANGER MUNI WATER SUPPLY,Community water system,Ground water,Dallas,GRANGER,"1,654",17,5,9
IA8429002,GRANVILLE WATER SUPPLY,Community water system,Purchased ground water under influence of surface water source,Sioux,GRANVILLE,310,9,6,10
IA2900603,GREEN ACRES MOBILE HOME PARK,Community water system,Ground water,Des Moines,BURLINGTON,190,10,12,10
IA3126307,GREEN BRIER SUBDIVISION,Community water system,Ground water,Dubuque,DUBUQUE,45,10,38,9
IA1253006,GREENE MUNI WATER SUPPLY,Community water system,Ground water,Butler,GREENE,990,9,1,10
IA0140007,GREENFIELD MUNICIPAL UTILITIES,Community water system,Surface water,Adair,GREENFIELD,"2,062",19,8,10
IA7709395,GREENWOOD ACRES WATER CO.,Community water system,Surface water purchased,Polk,ANKENY,325,11,3,8
IA7736601,GRIMES MHP MHC,Community water system,Ground water purchased,Polk,GRIMES,163,4,0,1
IA7736011,GRIMES WATER SUPPLY,Community water system,Ground water,Polk,GRIMES,"15,392",27,15,10
IA7930601,GRINNELL MHP MHC,Community water system,Ground water purchased,Poweshiek,GRINNELL,313,4,0,1
IA7930008,GRINNELL WATER DEPARTMENT,Community water system,Ground water,Poweshiek,GRINNELL,"9,564",13,4,9
IA1528010,GRISWOLD WATER SUPPLY,Community water system,Ground water,Cass,GRISWOLD,"1,017",8,8,14
IA3833013,GRUNDY CENTER WATER SUPPLY,Community water system,Ground water purchased,Grundy,GRUNDY CENTER,"2,796",10,2,12
IA3937016,GUTHRIE CENTER MUNI WATER WORK,Community water system,Ground water,Guthrie,GUTHRIE CENTER,"1,593",17,2,11
IA2242018,GUTTENBERG WATER UTILITY,Community water system,Ground water,Clayton,GUTTENBERG,"1,817",22,7,10
IA1444022,HALBUR WATER SUPPLY,Community water system,Ground water purchased,Carroll,HALBUR,243,14,7,10
IA3621023,HAMBURG WATER SUPPLY,Community water system,Ground water,Fremont,HAMBURG,890,15,24,12
IA8580601,HAMMOND ESTATES,Community water system,Purchased ground water under influence of surface water source,Story,SLATER,300,4,0,2
IA3544024,HAMPTON MUNI WATER WORKS,Community water system,Ground water,Franklin,HAMPTON,"4,337",17,2,12
IA7833025,HANCOCK WATER SUPPLY,Community water system,Ground water purchased,Pottawattamie,HANCOCK,200,10,10,10
IA9830001,HANLONTOWN WATER SUPPLY SYSTEM,Community water system,Ground water,Worth,HANLONTOWN,206,8,25,11
IA3549026,HANSELL WATER DEPARTMENT,Community water system,Ground water,Franklin,HANSELL,82,8,7,13
IA9442027,HARCOURT WATER SUPPLY,Community water system,Ground water,Webster,HARCOURT,265,7,9,12
IA8335029,HARLAN MUNICIPAL UTILITIES,Community water system,Ground water,Shelby,HARLAN,"5,003",43,0,10
IA5428031,HARPER WATER SUPPLY,Community water system,Surface water purchased,Keokuk,HARPER,118,11,5,13
IA7222034,HARRIS WATER SUPPLY,Community water system,Ground water purchased,Osceola,HARRIS,151,7,3,10
IA9128301,HARTFORD MHC LLC,Community water system,Surface water purchased,Warren,HARTFORD,183,4,1,3
IA7128036,HARTLEY MUNICIPAL WATER DEPARTMENT,Community water system,Ground water,O'Brien,HARTLEY,"1,605",12,0,9
IA6338000,HARVEY WATER WORKS,Community water system,Ground water,Marion,HARVEY,236,6,3,9
IA6527038,HASTINGS WATER SUPPLY,Community water system,Ground water,Mills,HASTINGS,152,6,25,16
IA7609039,HAVELOCK WATER SUPPLY,Community water system,Ground water,Pocahontas,HAVELOCK,130,9,20,9
IA8434040,HAWARDEN WATER SUPPLY,Community water system,Ground water,Sioux,HAWARDEN,"2,700",20,30,9
IA3346037,HAWKEYE WATER SUPPLY,Community water system,Ground water,Fayette,HAWKEYE,438,13,3,9
IA1031601,HAZLETON MOBILE HOME PARK,Community water system,Ground water purchased,Buchanan,HAZLETON,90,4,0,1
IA1031044,HAZLETON WATER SUPPLY,Community water system,Ground water,Buchanan,HAZLETON,713,11,2,10
IA5432042,HEDRICK WATER SUPPLY,Community water system,Ground water purchased,Keokuk,HEDRICK,728,8,8,12
IA6529043,HENDERSON WATER DEPARTMENT,Community water system,Ground water,Mills,HENDERSON,144,9,21,14
IA5735045,HIAWATHA WATER DEPT,Community water system,Ground water,Linn,HIAWATHA,"7,183",28,1,10
IA3126304,HICKORY ACRES,Community water system,Ground water,Dubuque,DUBUQUE,115,6,4,9
IA8215372,HICKORY HILLS FIRST ANNEX HOA,Community water system,Ground water,Scott,BLUE GRASS,156,12,12,9
IA8215373,HICKORY HILLS SECOND ANNEX,Community water system,Ground water,Scott,BLUE GRASS,130,7,9,10
IA8215302,HICKORY HILLS SUBDIVISION #1,Community water system,Ground water,Scott,BLUE GRASS,75,12,10,11
IA8215303,HICKORY HILLS SUBDIVISION #2,Community water system,Ground water,Scott,BLUE GRASS,181,9,12,11
IA7709396,"HICKORY HOLLOW WATER SERVICE, INC.",Community water system,Surface water purchased,Polk,ANKENY,375,13,17,9
IA5282308,HIDDEN ACRES SUBDIVISION,Community water system,Ground water,Johnson,SOLON,90,18,39,10
IA5221001,HILLS WATER SUPPLY,Community water system,Ground water,Johnson,HILLS,863,19,2,3
IA4425032,HILLSBORO WATER WORKS,Community water system,Surface water purchased,Henry,HILLSBORO,163,10,10,11
IA7048320,HILLTOP FARMS #3RD ADDITION,Community water system,Ground water,Muscatine,MUSCATINE,26,9,7,6
IA7048392,HILLTOP ROAD ASSOCIATION #1,Community water system,Ground water,Muscatine,MUSCATINE,45,6,35,11
IA7048308,HILLTOP ROAD ASSOCIATION #2,Community water system,Ground water,Muscatine,MUSCATINE,55,7,14,10
IA1800601,"HILLTOP VILLAGE MHC, INC.",Community water system,Ground water,Cherokee,CHEROKEE,80,7,32,9
IA7528051,HINTON WATER SUPPLY,Community water system,Ground water,Plymouth,HINTON,935,14,10,9
IA3839052,HOLLAND WATER SUPPLY,Community water system,Ground water purchased,Grundy,HOLLAND,269,14,2,11
IA4721054,"HOLSTEIN, CITY OF",Community water system,Ground water,Ida,HOLSTEIN,"1,501",16,11,10
IA3146055,HOLY CROSS WATER SUPPLY,Community water system,Ground water,Dubuque,HOLY CROSS,356,7,15,9
IA2835056,HOPKINTON MUNICIPAL UTILITIES,Community water system,Ground water,Delaware,HOPKINTON,622,10,8,10
IA9738057,HORNICK WATER SUPPLY,Community water system,Ground water,Woodbury,HORNICK,255,7,17,11
IA8439058,HOSPERS MUNICIPAL WATER DEPT,Community water system,Purchased ground water under influence of surface water source,Sioux,HOSPERS,718,14,9,10
IA4254061,HUBBARD WATER SUPPLY,Community water system,Ground water,Hardin,HUBBARD,860,14,9,11
IA0737062,HUDSON WATER SUPPLY,Community water system,Ground water purchased,Black Hawk,HUDSON,"2,546",17,3,9
IA8444063,HULL WATER SUPPLY,Community water system,Ground water purchased,Sioux,HULL,"2,384",14,2,9
IA4641064,HUMBOLDT MUNICIPAL WATER DEPT,Community water system,Groundwater under influence of surface water,Humboldt,HUMBOLDT,"4,792",18,2,12
IA9348065,HUMESTON WATER PLANT,Community water system,Surface water purchased,Wayne,HUMESTON,465,8,4,10
IA8538066,HUXLEY WATERWORKS DEPT,Community water system,Ground water,Story,HUXLEY,"4,244",19,3,9
IA0990701,IA REGIONAL UTILITIES ASSOC (WAVERLY),Community water system,Ground water,"Black Hawk, Bremer, Butler, Grundy, Hardin, Jasper, Marshall, Story",WAVERLY,"37,820",146,2,4
IA5288601,IADU CLEAR MHP LLC,Community water system,Ground water purchased,Johnson,TIFFIN,173,4,17,4
IA4728067,IDA GROVE WATER UTILITY,Community water system,Ground water,Ida,IDA GROVE,"2,051",17,17,11
IA1037070,INDEPENDENCE WATER DEPT,Community water system,Ground water,Buchanan,INDEPENDENCE,"6,064",27,4,9
IA5280302,INDIAN HILLS HOME OWNERS ASSOCIATION,Community water system,Ground water,Johnson,SOLON,62,5,1,10
IA9133075,INDIANOLA WATER SUPPLY,Community water system,Ground water,Warren,INDIANOLA,"15,833",14,9,12
IA6040076,INWOOD WATER SUPPLY,Community water system,Ground water purchased,Lyon,INWOOD,928,15,7,10
IA1946078,IONIA WATER SUPPLY,Community water system,Ground water,Chickasaw,IONIA,226,10,1,8
IA5200601,IOWA CITY MHP LLC,Community water system,Ground water,Johnson,IOWA CITY,280,8,12,10
IA5225673,IOWA CITY REGENCY MOBILE HOME COMMUNITY,Community water system,Ground water,Johnson,IOWA CITY,700,12,46,19
IA5225079,IOWA CITY WATER DEPARTMENT,Community water system,Surface water,Johnson,IOWA CITY,"68,753",49,42,11
IA4260097,IOWA FALLS WATER DEPARTMENT,Community water system,Ground water,Hardin,IOWA FALLS,"5,106",23,7,12
IA2100701,IOWA LAKES REGIONAL WATER,Community water system,Ground water,"Buena Vista, Clay",SPENCER,"6,225",50,8,10
IA3225701,IOWA LAKES REGIONAL WATER - GRUVER,Community water system,Ground water purchased,Emmet,GRUVER,132,12,1,8
IA3060001,IOWA LAKES REGIONAL WATER - OSGOOD,Community water system,Surface water purchased,Palo Alto,GRAETTINGER,"5,132",52,4,9
IA4800634,IOWA VALLEY ESTATES,Community water system,Ground water,Iowa,MARENGO,46,10,24,10
